Lake;Date;Latitude;Longitude;Start_time;Gear_type;Gear_ID;Fishing_ID;Identifier;Species_ID;Intensity_class;Length;Abundance
Beaver;2022-07-07;45°55.415';74°03.920';19:43;Seine;S1;BEAV_S_04;Charles;PiPr;0;2;1
Beaver;2022-07-07;45°55.415';74°03.920';19:43;Seine;S1;BEAV_S_04;Charles;Cyprinidae;0;1;1
Beaver;2022-07-07;45°55.415';74°03.920';19:43;Seine;S1;BEAV_S_04;Charles;Chrosomus sp.;0;4;1
Beaver;2022-07-07;45°55.415';74°03.920';19:43;Seine;S1;BEAV_S_04;Charles;PiPr;1;3;1
Beaver;2022-07-07;45°55.551';74°03.832';16:15;Minnow_trap;N12;BEAV_N_12;Charles;PiPr;0;3;71
Beaver;2022-07-07;45°55.551';74°03.832';16:15;Minnow_trap;N12;BEAV_N_12;Charles;PiPr;0;4;62
Beaver;2022-07-07;45°55.551';74°03.832';16:15;Minnow_trap;N12;BEAV_N_12;Charles;PiPr;0;5;19
Beaver;2022-07-07;45°55.551';74°03.832';16:15;Minnow_trap;N12;BEAV_N_12;Charles;Chrosomus sp.;0;4;17
Beaver;2022-07-07;45°55.551';74°03.832';16:15;Minnow_trap;N12;BEAV_N_12;Charles;Chrosomus sp.;0;5;6
Beaver;2022-07-07;45°55.551';74°03.832';16:15;Minnow_trap;N12;BEAV_N_12;Charles;PiPr;1;5;1
Beaver;2022-07-07;45°55.551';74°03.832';16:15;Minnow_trap;N12;BEAV_N_12;Charles;PiPr;0;6;3
Beaver;2022-07-07;45°55.551';74°03.832';16:15;Minnow_trap;N12;BEAV_N_12;Charles;PiPr;1;7;1
Beaver;2022-07-07;45°55.551';74°03.832';16:15;Minnow_trap;N12;BEAV_N_12;Charles;PiPr;1;4;3
Beaver;2022-07-07;45°55.550';74°03.812';16:15;Minnow_trap;N16;BEAV_N_16;NA;NA;NA;NA;0
Beaver;2022-07-07;45°55.546';74°03.783';16:18;Minnow_trap;N14;BEAV_N_14;Charles;PiPr;0;3;30
Beaver;2022-07-07;45°55.546';74°03.783';16:18;Minnow_trap;N14;BEAV_N_14;Charles;PiPr;0;4;60
Beaver;2022-07-07;45°55.546';74°03.783';16:18;Minnow_trap;N14;BEAV_N_14;Charles;PiPr;0;5;33
Beaver;2022-07-07;45°55.546';74°03.783';16:18;Minnow_trap;N14;BEAV_N_14;Charles;Chrosomus sp.;0;4;10
Beaver;2022-07-07;45°55.546';74°03.783';16:18;Minnow_trap;N14;BEAV_N_14;Charles;Chrosomus sp.;0;5;1
Beaver;2022-07-07;45°55.546';74°03.783';16:18;Minnow_trap;N14;BEAV_N_14;Charles;PiPr;1;4;1
Beaver;2022-07-07;45°55.546';74°03.783';16:18;Minnow_trap;N14;BEAV_N_14;Charles;PiPr;0;6;2
Beaver;2022-07-07;45°55.546';74°03.783';16:18;Minnow_trap;N14;BEAV_N_14;Charles;PiPr;1;3;1
Beaver;2022-07-07;45°55.546';74°03.783';16:18;Minnow_trap;N14;BEAV_N_14;Charles;PiPr;1;5;1
Beaver;2022-07-07;45°55.518';74°03.762';16:19;Minnow_trap;N7;BEAV_N_07;Charles;PiPr;0;5;4
Beaver;2022-07-07;45°55.518';74°03.762';16:19;Minnow_trap;N7;BEAV_N_07;Charles;PiPr;0;6;2
Beaver;2022-07-07;45°55.484';74°03.782';16:22;Minnow_trap;N13;BEAV_N_13;Charles;PiPr;0;7;2
Beaver;2022-07-07;45°55.484';74°03.782';16:22;Minnow_trap;N13;BEAV_N_13;Charles;PiPr;0;3;26
Beaver;2022-07-07;45°55.484';74°03.782';16:22;Minnow_trap;N13;BEAV_N_13;Charles;PiPr;0;4;51
Beaver;2022-07-07;45°55.484';74°03.782';16:22;Minnow_trap;N13;BEAV_N_13;Charles;PiPr;0;5;28
Beaver;2022-07-07;45°55.484';74°03.782';16:22;Minnow_trap;N13;BEAV_N_13;Charles;Chrosomus sp.;0;3;7
Beaver;2022-07-07;45°55.484';74°03.782';16:22;Minnow_trap;N13;BEAV_N_13;Charles;Chrosomus sp.;0;4;45
Beaver;2022-07-07;45°55.484';74°03.782';16:22;Minnow_trap;N13;BEAV_N_13;Charles;Chrosomus sp.;0;5;4
Beaver;2022-07-07;45°55.484';74°03.782';16:22;Minnow_trap;N13;BEAV_N_13;Charles;PiPr;1;6;1
Beaver;2022-07-07;45°55.484';74°03.782';16:22;Minnow_trap;N13;BEAV_N_13;Charles;PiPr;0;6;5
Beaver;2022-07-07;45°55.475';74°03.808';16:24;Minnow_trap;N4;BEAV_N_04;Charles;PiPr;0;3;1
Beaver;2022-07-07;45°55.475';74°03.808';16:24;Minnow_trap;N4;BEAV_N_04;Charles;PiPr;0;4;7
Beaver;2022-07-07;45°55.475';74°03.808';16:24;Minnow_trap;N4;BEAV_N_04;Charles;Chrosomus sp.;0;4;2
Beaver;2022-07-07;45°55.462';74°03.831';16:25;Minnow_trap;N6;BEAV_N_06;Charles;PiPr;0;4;1
Beaver;2022-07-07;45°55.441';74°03.863';16:27;Minnow_trap;N2;BEAV_N_02;Charles;PiPr;0;3;20
Beaver;2022-07-07;45°55.441';74°03.863';16:27;Minnow_trap;N2;BEAV_N_02;Charles;PiPr;0;4;75
Beaver;2022-07-07;45°55.441';74°03.863';16:27;Minnow_trap;N2;BEAV_N_02;Charles;PiPr;0;5;32
Beaver;2022-07-07;45°55.441';74°03.863';16:27;Minnow_trap;N2;BEAV_N_02;Charles;PiPr;0;6;5
Beaver;2022-07-07;45°55.441';74°03.863';16:27;Minnow_trap;N2;BEAV_N_02;Charles;Chrosomus sp.;0;3;6
Beaver;2022-07-07;45°55.441';74°03.863';16:27;Minnow_trap;N2;BEAV_N_02;Charles;Chrosomus sp.;0;4;48
Beaver;2022-07-07;45°55.441';74°03.863';16:27;Minnow_trap;N2;BEAV_N_02;Charles;Chrosomus sp.;0;5;5
Beaver;2022-07-07;45°55.441';74°03.863';16:27;Minnow_trap;N2;BEAV_N_02;Charles;PiPr;1;6;2
Beaver;2022-07-07;45°55.441';74°03.863';16:27;Minnow_trap;N2;BEAV_N_02;Charles;PiPr;0;7;1
Beaver;2022-07-07;45°55.441';74°03.863';16:27;Minnow_trap;N2;BEAV_N_02;Charles;PiPr;1;4;2
Beaver;2022-07-07;45°55.431';74°03.901';16:29;Minnow_trap;N3;BEAV_N_03;Charles;PiPr;0;3;4
Beaver;2022-07-07;45°55.431';74°03.901';16:29;Minnow_trap;N3;BEAV_N_03;Charles;PiPr;0;4;20
Beaver;2022-07-07;45°55.431';74°03.901';16:29;Minnow_trap;N3;BEAV_N_03;Charles;PiPr;0;5;17
Beaver;2022-07-07;45°55.431';74°03.901';16:29;Minnow_trap;N3;BEAV_N_03;Charles;PiPr;0;6;1
Beaver;2022-07-07;45°55.431';74°03.901';16:29;Minnow_trap;N3;BEAV_N_03;Charles;PiPr;0;7;1
Beaver;2022-07-07;45°55.431';74°03.901';16:29;Minnow_trap;N3;BEAV_N_03;Charles;Chrosomus sp.;0;4;18
Beaver;2022-07-07;45°55.431';74°03.901';16:29;Minnow_trap;N3;BEAV_N_03;Charles;Chrosomus sp.;0;5;9
Beaver;2022-07-07;45°55.431';74°03.901';16:29;Minnow_trap;N3;BEAV_N_03;Charles;PiPr;1;4;1
Beaver;2022-07-07;45°55.423';74°03.933';16:31;Minnow_trap;N6;BEAV_N_06;Charles;NA;NA;NA;NA
Beaver;2022-07-07;45°55.454';74°03.919';16:33;Minnow_trap;N5;BEAV_N_05;Charles;PiPr;0;3;9
Beaver;2022-07-07;45°55.454';74°03.919';16:33;Minnow_trap;N5;BEAV_N_05;Charles;PiPr;0;4;20
Beaver;2022-07-07;45°55.454';74°03.919';16:33;Minnow_trap;N5;BEAV_N_05;Charles;PiPr;0;5;3
Beaver;2022-07-07;45°55.454';74°03.919';16:33;Minnow_trap;N5;BEAV_N_05;Charles;PiPr;0;6;1
Beaver;2022-07-07;45°55.454';74°03.919';16:33;Minnow_trap;N5;BEAV_N_05;Charles;Chrosomus sp.;0;3;1
Beaver;2022-07-07;45°55.454';74°03.919';16:33;Minnow_trap;N5;BEAV_N_05;Charles;Chrosomus sp.;0;4;5
Beaver;2022-07-07;45°55.454';74°03.919';16:33;Minnow_trap;N5;BEAV_N_05;Charles;Chrosomus sp.;0;5;2
Beaver;2022-07-07;45°55.483';74°03.915';16:36;Minnow_trap;N17;BEAV_N_17;NA;NA;NA;NA;0
Beaver;2022-07-07;45°55.500';74°03.913';16:37;Minnow_trap;N15;BEAV_N_15;Charles;PiPr;0;3;16
Beaver;2022-07-07;45°55.500';74°03.913';16:37;Minnow_trap;N15;BEAV_N_15;Charles;PiPr;0;4;58
Beaver;2022-07-07;45°55.500';74°03.913';16:37;Minnow_trap;N15;BEAV_N_15;Charles;PiPr;0;5;30
Beaver;2022-07-07;45°55.500';74°03.913';16:37;Minnow_trap;N15;BEAV_N_15;Charles;PiPr;0;6;3
Beaver;2022-07-07;45°55.500';74°03.913';16:37;Minnow_trap;N15;BEAV_N_15;Charles;Chrosomus sp.;0;3;13
Beaver;2022-07-07;45°55.500';74°03.913';16:37;Minnow_trap;N15;BEAV_N_15;Charles;Chrosomus sp.;0;4;43
Beaver;2022-07-07;45°55.500';74°03.913';16:37;Minnow_trap;N15;BEAV_N_15;Charles;Chrosomus sp.;0;5;9
Beaver;2022-07-07;45°55.500';74°03.913';16:37;Minnow_trap;N15;BEAV_N_15;Charles;PiPr;0;8;1
Beaver;2022-07-07;45°55.517';74°03.882';16:38;Minnow_trap;N11;BEAV_N_11;Charles;NA;NA;NA;NA
Beaver;2022-07-07;45°55.536';74°03.862';16:40;Minnow_trap;N1;BEAV_N_01;Charles;PiPr;0;3;2
Beaver;2022-07-07;45°55.536';74°03.862';16:40;Minnow_trap;N1;BEAV_N_01;Charles;PiPr;0;4;10
Beaver;2022-07-07;45°55.536';74°03.862';16:40;Minnow_trap;N1;BEAV_N_01;Charles;PiPr;0;5;3
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;PeFl;0;18;1
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;PeFl;0;19;1
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;PeFl;0;17;2
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;PeFl;1;7;2
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;PeFl;0;8;3
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;4;14;1
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;3;5;5
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;2;7;2
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;2;9;2
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;1;10;1
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;1;7;1
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;3;6;3
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;1;6;2
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;3;9;1
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;1;5;5
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;1;8;1
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;2;8;3
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;3;7;2
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;2;5;3
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;1;4;2
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;0;3;1
Coeur;2022-07-15;45°58.260';74°00.212';17:24;Seine;S1;COEU_S_06;Charles;LeGi;0;6;1
Coeur;2022-07-15;45°58.133';74°00.998';14:45;Seine;S1;COEU_S_02;Juliane;LeGi;2;7;2
Coeur;2022-07-15;45°58.133';74°00.998';14:45;Seine;S1;COEU_S_02;Juliane;LeGi;3;6;2
Coeur;2022-07-15;45°58.133';74°00.998';14:45;Seine;S1;COEU_S_02;Juliane;LeGi;1;6;1
Coeur;2022-07-15;45°58.133';74°00.998';14:45;Seine;S1;COEU_S_02;Juliane;LeGi;2;5;1
Coeur;2022-07-15;45°58.133';74°00.998';14:45;Seine;S1;COEU_S_02;Juliane;LeGi;2;6;1
Coeur;2022-07-15;45°58.133';74°00.998';14:45;Seine;S1;COEU_S_02;Juliane;LeGi;5;18;1
Coeur;2022-07-15;45°58.133';74°00.998';14:45;Seine;S1;COEU_S_02;Juliane;LeGi;1;7;1
Coeur;2022-07-15;45°58.133';74°00.998';14:45;Seine;S1;COEU_S_02;Juliane;LeGi;1;13;1
Coeur;2022-07-15;45°58.266';74°00.217';16:00;Seine;S1;COEU_S_05;Charles;MiDo;1;8;1
Coeur;2022-07-15;45°58.266';74°00.217';16:00;Seine;S1;COEU_S_05;Charles;LeGi;2;5;2
Coeur;2022-07-15;45°58.266';74°00.217';16:00;Seine;S1;COEU_S_05;Charles;LeGi;2;6;1
Coeur;2022-07-15;45°58.266';74°00.217';16:00;Seine;S1;COEU_S_05;Charles;LeGi;1;6;1
Coeur;2022-07-15;45°58.099';74°01.125';15:35;Seine;S1;COEU_S_04;Juliane;MiDo;0;8;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;0;20;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;0;15;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;0;8;12
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;1;13;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;0;10;9
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;0;9;13
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;0;12;2
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;0;11;8
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;1;10;4
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;1;9;2
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;0;7;6
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;1;6;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;PeFl;1;11;2
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;3;6;4
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;5;8;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;3;14;2
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;3;5;5
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;1;6;5
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;1;4;4
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;5;13;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;0;4;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;5;11;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;2;5;11
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;1;12;2
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;2;6;4
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;3;10;2
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;4;5;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;4;10;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;1;8;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;1;7;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;2;7;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;1;5;2
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;3;8;2
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;3;7;1
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;2;4;2
Coeur;2022-07-15;45°58.143';74°00.833';15:05;Seine;S1;COEU_S_03;Charles;LeGi;1;3;2
Coeur;2022-07-15;45°58.216';74°00.690';14:10;Seine;S1;COEU_S_01;NA;NA;NA;NA;0
Coeur;2022-07-15;45°58.016';74°00.315';16:28;Minnow_trap;N1;COEU_N_01;NA;NA;NA;NA;0
