"Lake","Sampling_ID","Date","Site_latitude","Site_longitude","Cloud_cover","Sampling_time","Sampling_method","Gear_ID","Identifier","tot_AmRu","tot_FuDi","tot_MiDo","tot_Centrarchidae","tot_LeGi","tot_PeFl","tot_PiPr","tot_ChrosomusSpp.","tot_PiNo","tot_Cyprinidae","tot_SeAt","tot_LuCo","tot_AmNe","tot_CaCo","tot_EsMa","tot_UmLi","tot_RhAt","inf_AmRu","inf_FuDi","inf_MiDo","inf_Centrarchidae","inf_LeGi","inf_PeFl","inf_PiPr","inf_ChrosomusSpp.","inf_PiNo","inf_Cyprinidae","inf_SeAt","inf_LuCo","inf_AmNe","inf_CaCo","inf_EsMa","inf_UmLi","inf_RhAt","Trunk","Silt","Sand","Rock","Boulder","Macrophyte","Site_depth","Temperature","Conductivity","DO","Turbidity","pH","TOC","TN","TP","Watershed","Lake_latitude","Lake_longitude","Lake_area","Max_depth","Mean_depth","WRT","Drainage_area","Elevation","Perimeter","Connectivity"
"Beaver","BEAV_N_07","2022-07-07",45.9253,-74.0627,NA,"16:19","Minnow_trap","N7","Charles",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Beaver","BEAV_N_09","2022-07-07",45.9237166666667,-74.06555,NA,"16:31","Minnow_trap","N9",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Beaver","BEAV_N_11","2022-07-07",45.9252833333333,-74.0647,NA,"16:38","Minnow_trap","N11",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Beaver","BEAV_N_12","2022-07-07",45.92585,-74.0638666666667,NA,"16:15","Minnow_trap","N12","Charles",0,0,0,0,0,0,160,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Beaver","BEAV_N_13","2022-07-07",45.9247333333333,-74.0630333333333,NA,"16:22","Minnow_trap","N13","Charles",0,0,0,0,0,0,113,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Beaver","BEAV_N_14","2022-07-07",45.9257666666667,-74.06305,NA,"16:18","Minnow_trap","N14","Charles",0,0,0,0,0,0,128,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Beaver","BEAV_N_15","2022-07-07",45.925,-74.0652166666667,NA,"16:37","Minnow_trap","N15","Charles",0,0,0,0,0,0,108,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Beaver","BEAV_N_16","2022-07-07",45.9258333333333,-74.0635333333333,NA,"16:15","Minnow_trap","N16",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Beaver","BEAV_N_17","2022-07-07",45.9247166666667,-74.06525,NA,"16:36","Minnow_trap","N17",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Beaver","BEAV_S_01","2022-07-07",45.9258166666667,-74.0631666666667,NA,"14:25","Seine","S1","Juliane",0,0,0,0,0,0,67,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Beaver","BEAV_S_02","2022-07-07",45.9255666666667,-74.0644833333333,NA,"15:28","Seine","S1","Juliane",0,0,0,0,0,0,216,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Beaver","BEAV_S_03","2022-07-07",45.9253833333333,-74.0646,NA,"19:00","Seine","S1","Charles",0,0,0,0,0,0,184,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Beaver","BEAV_S_04","2022-07-07",45.9235833333333,-74.0653333333333,NA,"19:43","Seine","S1","Charles",0,0,0,0,0,0,67,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Achigan",45.925,-74.0638888888889,0.03696,6.2,1.97,0.85,0.151,360,924,272.174
"Coeur","COEU_T_03","2022-08-25",45.96825,-74.0129166666667,40,"10:20","Transect",NA,"Juliane_Charles",0,0,33,0,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,42,0,0,0,0,0,0,0,0,0,0,0,0,9,33.9,0,20.5,45.6,9,80,23,53.4,8.26,0.2,7.13,5.6,331.67,7.3317,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_T_04","2022-08-25",45.9681,-74.0139166666667,40,"09:45","Transect",NA,"Charles_Juliane",0,0,36,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,38,0,0,0,0,0,0,0,0,0,0,0,0,79,57,0,15.9,27.1,10.6,108,22.8,53.2,8.26,0.28,6.78,5.64,341.93,6.9554,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_03","2022-07-15",45.97035,-74.0039666666667,NA,"16:13","Minnow_trap","N3",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_04","2022-07-15",45.9658,-74.00965,NA,"16:48","Minnow_trap","N4",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_05","2022-07-15",45.9677333333333,-74.0134166666667,NA,"16:58","Minnow_trap","N5",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_06","2022-07-15",45.9668,-74.0097,NA,"16:51","Minnow_trap","N6","Juliane",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
"Coeur","COEU_N_07","2022-07-15",45.9699166666667,-74.0055833333333,NA,"16:15","Minnow_trap","N7",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coeur",45.9683333333333,-74.01,0.437,7.6,3.1,1.3,1.736,349,7359.39,999.039
